P Address,Timestamp,Packet Loss,Min RTT,Ave RTT,Max RTT,Bandwidth, Packet Delay Variation
192.168.0.2,2017-01-26 00:00:52.845553,0.0,1.5103816986083984,2.2922515869140625,5.040645599365234,0.027920146446996173,0.0018616008758544922
192.168.0.1,2017-01-26 00:01:41.926056,0.0,2.110719680786133,5.365195274353027,113.2969856262207,0.01192873636975265,0.00623591423034668
192.168.0.2,2017-01-26 00:05:53.630447,0.0,1.674652099609375,2.519402503967285,8.731842041015625,0.02540284845284533,0.0021404933929443357
192.168.0.1,2017-01-26 00:06:42.720841,0.0,2.1300315856933594,5.185079574584961,72.68142700195312,0.01234310854431253,0.0031166744232177736
192.168.0.2,2017-01-26 00:10:52.925189,0.0,1.6217231750488281,2.3084402084350586,7.935523986816406,0.02772434814042118,0.0014034366607666015
192.168.0.1,2017-01-26 00:11:42.013840,0.0,2.092123031616211,7.497653961181641,119.41289901733398,0.00853600343938966,-0.004047584533691406
192.168.0.2,2017-01-26 00:15:52.710156,0.0,1.3766288757324219,4.091305732727051,58.62545967102051,0.015642927754837072,-0.00019572257995605468
192.168.0.1,2017-01-26 00:16:41.802571,0.0,2.049684524536133,5.961594581604004,66.30301475524902,0.010735382811418955,-0.00019513130187988283
192.168.0.2,2017-01-26 00:20:52.767257,0.0,1.6834735870361328,2.9355287551879883,16.449451446533203,0.021801864446700507,0.0008546257019042969
192.168.0.1,2017-01-26 00:21:41.857343,0.0,2.1207332611083984,6.893467903137207,101.42731666564941,0.00928415144587439,-0.0019844532012939452
192.168.0.2,2017-01-26 00:25:52.768397,0.0,1.5196800231933594,2.5475358963012695,9.032011032104492,0.025122315290206775,0.0015129852294921875
192.168.0.1,2017-01-26 00:26:41.853574,0.0,1.9104480743408203,5.340404510498047,74.54824447631836,0.011984110917850932,-0.0015795135498046875
192.168.0.2,2017-01-26 00:30:53.552435,0.0,1.6677379608154297,2.494964599609375,9.298086166381836,0.0256516665647361,0.0012014484405517578
192.168.0.1,2017-01-26 00:31:42.643513,0.0,2.0666122436523438,9.368844032287598,120.0265884399414,0.006831152250954174,-0.0016820144653320313
192.168.0.2,2017-01-26 00:35:53.351748,0.0,1.6851425170898438,2.2667789459228516,6.1969757080078125,0.028233895552591832,0.0017071151733398437
192.168.0.1,2017-01-26 00:36:42.571469,0.0,2.018451690673828,27.516708374023438,1123.8248348236084,0.0023258595879301408,0.04375834465026855
192.168.0.2,2017-01-26 00:40:52.784241,0.0,1.875162124633789,3.086118698120117,21.190881729125977,0.020738022824263062,0.003064126968383789
192.168.0.1,2017-01-26 00:41:41.866147,0.0,2.144336700439453,7.924065589904785,122.33161926269531,0.008076662071239749,-0.0036078739166259767
192.168.0.2,2017-01-26 00:45:52.778565,0.0,1.2636184692382812,3.7616682052612305,53.11322212219238,0.017013728087577437,0.004229955673217774
192.168.0.1,2017-01-26 00:46:41.865733,0.0,2.1529197692871094,7.5354814529418945,102.54597663879395,0.008493153410259411,-0.0005299091339111328
192.168.0.2,2017-01-26 00:50:53.579711,0.0,1.7561912536621094,2.997713088989258,20.274639129638672,0.021349608218036286,0.0014604663848876954
192.168.0.1,2017-01-26 00:51:42.798742,0.0,1.9688606262207031,31.59506320953369,1129.5249462127686,0.00202563291535648,-0.03773409843444824
192.168.0.2,2017-01-26 00:55:53.447947,0.0,1.6520023345947266,4.107518196105957,58.49599838256836,0.01558118477982004,-0.0008926868438720703
192.168.0.1,2017-01-26 00:56:42.536330,0.0,2.0525455474853516,5.7593584060668945,95.69621086120605,0.011112348891602675,0.006322708129882813
192.168.0.2,2017-01-26 01:00:53.223597,0.0,1.7116069793701172,2.7100467681884766,16.6318416595459,0.02361582860903195,0.0026371097564697266
192.168.0.1,2017-01-26 01:01:42.311163,0.0,2.140522003173828,5.194520950317383,124.65524673461914,0.012320674151114866,-0.0033191490173339845
192.168.0.2,2017-01-26 01:05:53.092023,0.0,1.7008781433105469,3.5179615020751953,49.84474182128906,0.01819235371457229,0.002969837188720703
192.168.0.1,2017-01-26 01:06:42.183039,0.0,2.0449161529541016,7.220182418823242,107.30552673339844,0.008864041971176517,0.00131500244140625
192.168.0.2,2017-01-26 01:10:53.606261,0.0,1.7745494842529297,2.855391502380371,14.22882080078125,0.02241373904301634,0.0014805793762207031
192.168.0.1,2017-01-26 01:11:42.700375,0.0,2.002239227294922,6.765880584716797,92.38457679748535,0.009459226954813138,0.001378335952758789
192.168.0.2,2017-01-26 01:15:53.396066,0.0,1.7135143280029297,4.183487892150879,61.45930290222168,0.015298239567055455,0.004540691375732422
192.168.0.1,2017-01-26 01:16:42.488461,0.0,2.110719680786133,5.763769149780273,99.86710548400879,0.011103845129265771,6.228446960449219e-05
192.168.0.2,2017-01-26 01:20:53.311195,0.0,1.522064208984375,2.402787208557129,6.385564804077148,0.026635733606402846,0.0012848281860351563
192.168.0.1,2017-01-26 01:21:42.402026,0.0,2.061128616333008,7.095370292663574,105.33881187438965,0.009019966169513987,0.0022103118896484373
192.168.0.2,2017-01-26 01:25:53.170876,0.0,1.4324188232421875,2.44351863861084,23.507356643676758,0.02619173800793454,0.0008158779144287109
192.168.0.1,2017-01-26 01:26:42.259063,0.0,2.1333694458007812,5.72873592376709,89.62130546569824,0.011171749030092317,-0.0036719989776611327
192.168.0.2,2017-01-26 01:30:53.133489,0.0,1.5625953674316406,3.0449295043945312,20.491361618041992,0.021018549003395098,0.0014032554626464844
192.168.0.1,2017-01-26 01:31:42.224258,0.0,2.094745635986328,7.772526741027832,139.1773223876953,0.008234130564282459,0.0034208202362060545
192.168.0.2,2017-01-26 01:35:53.045892,0.0,1.7693042755126953,3.392505645751953,36.879539489746094,0.018865112304275716,0.0006584358215332031
192.168.0.1,2017-01-26 01:36:42.135194,0.0,2.111673355102539,5.155229568481445,78.05657386779785,0.012414578080341864,-0.0031103420257568358
192.168.0.2,2017-01-26 01:40:53.339566,0.0,1.6291141510009766,3.0613136291503906,20.308732986450195,0.02090605790618127,0.002023191452026367
192.168.0.1,2017-01-26 01:41:42.438237,0.0,2.1338462829589844,6.333246231079102,103.36828231811523,0.010105402137364118,0.0053443717956542965
192.168.0.2,2017-01-26 01:45:53.135058,0.0,1.7023086547851562,4.551091194152832,58.43067169189453,0.014062561541774017,0.00016163825988769532
192.168.0.1,2017-01-26 01:46:42.226133,0.0,2.0935535430908203,4.9372148513793945,87.79597282409668,0.012962773937642034,0.004751939773559571
192.168.0.2,2017-01-26 01:50:52.915809,0.0,1.4302730560302734,2.5493717193603516,9.650468826293945,0.02510422450911077,0.0020444774627685547
192.168.0.2,2017-01-26 01:55:53.635535,0.0,1.7533302307128906,25.33984661102295,1023.6725807189941,0.002525666432888339,-0.03526123046875
192.168.0.1,2017-01-26 01:56:42.839340,0.0,1.6295909881591797,28.403658866882324,1117.2401905059814,0.002253230835504146,-0.03443072319030762
192.168.0.2,2017-01-26 02:00:53.609289,0.0,1.7337799072265625,2.929987907409668,12.829065322875977,0.021843093562997285,0.002339038848876953
192.168.0.1,2017-01-26 02:01:42.699354,0.0,2.1338462829589844,5.647592544555664,76.31516456604004,0.011332262286112805,0.0033952808380126953
192.168.0.2,2017-01-26 02:05:53.372218,0.0,1.6961097717285156,2.5330114364624023,8.333444595336914,0.02526636835457097,0.001407022476196289
192.168.0.1,2017-01-26 02:10:53.665066,0.0,2.1011829376220703,5.65549373626709,86.49921417236328,0.011316430180018768,0.00046095848083496096
192.168.0.2,2017-01-26 02:11:42.746088,0.0,1.6973018646240234,4.053487777709961,67.14296340942383,0.01578887207997384,0.004883327484130859
192.168.0.2,2017-01-26 02:15:53.466612,0.0,1.4348030090332031,3.00750732421875,42.95015335083008,0.021280081177067478,-0.00010345458984375
192.168.0.1,2017-01-26 02:16:42.556993,0.0,1.9288063049316406,6.749529838562012,120.82099914550781,0.009482141946295212,0.002932310104370117
192.168.0.2,2017-01-26 02:20:53.271448,0.0,1.7185211181640625,2.8426599502563477,10.283231735229492,0.022514124489011977,0.0024439334869384766
192.168.0.1,2017-01-26 02:21:42.363534,0.0,1.9314289093017578,5.9543609619140625,91.99929237365723,0.010748424626817861,0.00224090576171875
192.168.0.2,2017-01-26 02:25:53.050198,0.0,1.7406940460205078,2.740750312805176,24.507999420166016,0.023351269796808155,0.0003258037567138672
192.168.0.1,2017-01-26 02:26:42.147094,0.0,2.119302749633789,7.0615434646606445,118.39652061462402,0.009063174406599173,-0.0049491596221923825
