Hour,Quality Score
00:00,19.32837925
01:00,18.21862198
02:00,22.59047327
03:00,19.33464957
04:00,29.79753876
05:00,22.7662174
06:00,19.05066218
07:00,29.96332545
08:00,29.57935494
09:00,22.43834865
10:00,29.67518778
11:00,34.50511636
12:00,26.05698461
13:00,37.6896423
14:00,31.09252216
15:00,37.36702483
16:00,38.54438123
17:00,31.18710082
18:00,36.28545518
19:00,43.07973926
20:00,26.79254612
21:00,26.68991719
